"","sid","lname","fname","rating"
"681","681","MERRIH","LORIE","10"
"682","682","JOTO","JOANNA","20"
"683","683","BAESSLER","RUDOLF","26"
"684","684","SHOR","LEON","8"
"685","685","HURRINGTON","OCIE","35"
"686","686","ROBBLEE","LAURINE","39"
"687","687","HOUCHIN","BERNA","77"
"688","688","DIMEGLIO","ELEONORE","60"
"689","689","WALTHER","CHONG","47"
"690","690","HOOKFIN","TORRIE","44"
"691","691","LEITAO","KRYSTLE","12"
"692","692","ALTWIES","ELISHA","23"
"693","693","NAUGHTON","WESTON","48"
"694","694","KLOPFER","AGATHA","19"
"695","695","KOO","ZOILA","41"
"696","696","GROBER","HERBERT","34"
"697","697","MONTEY","TY","80"
"698","698","MELOCHE","KARAN","55"
"699","699","CABBAGESTALK","COREY","79"
"700","700","STOUDYMIRE","VERN","77"
"701","701","SARKIN","STEPHNIE","58"
"702","702","CHESSOR","LAURETTE","23"
"703","703","NICOLETTI","LAURETTA","19"
"704","704","FARRIA","JULEE","8"
"705","705","RITTLE","AUDREY","26"
"706","706","ORENSTEIN","SHARILYN","55"
"707","707","RUTTMAN","GUILLERMO","75"
"708","708","BERGEMANN","ERICK","46"
"709","709","BREWER","ROCCO","87"
"710","710","GRAPPO","EZEQUIEL","91"
"711","711","CHASTANG","LYNDON","63"
"712","712","CHENEVERT","KANESHA","98"
"713","713","URCH","LINO","42"
"714","714","CRUMP","COREY","58"
"715","715","KLANN","CESAR","61"
"716","716","BARRESI","PRICILLA","83"
"717","717","RIIHIMAKI","MICHA","84"
"718","718","REMINGTON","SIMONNE","52"
"719","719","MCCRAKEN","LAUREN","47"
"720","720","MIKULICH","YVONE","95"
"721","721","CODISPOTI","SHA","1"
"722","722","FINGER","ELIAS","68"
"723","723","KRENZER","JEFFERY","10"
"724","724","DEVENNEY","FLETCHER","1"
"725","725","MOSTILLER","IRWIN","40"
"726","726","THIESSEN","JEREMIAH","53"
"727","727","GORDY","DEBBI","60"
"728","728","PAITH","OLLIE","30"
"729","729","GUSE","COLLEN","92"
"730","730","GABAK","LYMAN","94"
"731","731","BOEHMER","TOMMIE","73"
"732","732","RUSHFORTH","FERDINAND","23"
"733","733","DESTRO","CLAYTON","97"
"734","734","HOESLY","KURT","83"
"735","735","WINDHAM","ILSE","14"
"736","736","ALTSTATT","AARON","12"
"737","737","TOMES","SCOTT","46"
"738","738","EDDE","CLETUS","29"
"739","739","DESCOMBES","RENALDO","44"
"740","740","RAZ","CHESTER","39"
"741","741","HANIS","ZOE","33"
"742","742","WAGENHEIM","LOYD","54"
"743","743","CARRAWAY","KYOKO","71"
"744","744","NISHITANI","ULA","56"
"745","745","WRONA","DWAYNE","68"
"746","746","KLAUS","LOUIE","35"
"747","747","MONACO","CLINT","87"
"748","748","STACER","ANDREAS","55"
"749","749","MEEUWSEN","HOLLI","96"
"750","750","WESTERGARD","ALEXIS","19"
"751","751","PALMO","MAC","18"
"752","752","HOWLINGWOLF","MAYOLA","18"
"753","753","FERNANDZ","RASHEEDA","43"
"754","754","JEMINEZ","NAM","91"
"755","755","POTEET","ERNIE","74"
"756","756","SALTERS","HAROLD","40"
"757","757","LAPEYROUSE","FAITH","59"
"758","758","FURINO","STORMY","41"
"759","759","CARIS","TRESSIE","83"
"760","760","ROJAS","EMOGENE","97"
"761","761","LANDING","THELMA","65"
"762","762","PERSINGER","SHARELL","13"
"763","763","HARKCOM","LYNNETTE","35"
"764","764","LEASK","MICHIKO","41"
"765","765","PARKS","ONA","98"
"766","766","DESCAMPS","CONSUELA","87"
"767","767","KUNA","JOHN","88"
"768","768","BOITEL","LEN","32"
"769","769","REGES","LU","96"
"770","770","CAMAJ","FABIAN","86"
"771","771","SKEES","LAVERN","44"
"772","772","SUNDHOLM","AMOS","8"
"773","773","ARP","BRIAN","50"
"774","774","POMIECKO","DENVER","31"
"775","775","ANSELL","KIETH","69"
"776","776","LAVOIE","DARREL","52"
"777","777","MUMME","PHEBE","63"
"778","778","GEOGHAN","LAURINDA","69"
"779","779","CODLING","YUETTE","100"
"780","780","TACDEREN","MANUELA","33"
"781","781","BERRYMAN","CRUZ","40"
"782","782","GOODINE","EBONI","75"
"783","783","DRAGICH","JAIME","3"
"784","784","HAGGERMAKER","LUIGI","67"
"785","785","BATTIATO","GALINA","38"
"786","786","HOVARTER","TY","2"
"787","787","STOEBER","ROBBY","69"
"788","788","RAPPLEYE","ROLAND","30"
"789","789","REGLIN","DONG","69"
"790","790","REITZ","COURTNEY","65"
"791","791","VANETTEN","KARA","88"
"792","792","SAYLER","ANDREW","16"
"793","793","BRODESS","LATOYIA","88"
"794","794","PLAUT","MARGARET","73"
"795","795","MOSTELLER","SHELTON","49"
"796","796","SWARAT","KENNY","20"
"797","797","LABAUVE","GARNETT","89"
"798","798","BORNE","VICTOR","15"
"799","799","PREIST","KOREY","12"
"800","800","MCCOYLE","DAVID","51"
"801","801","ALPIS","MELYNDA","51"
"802","802","LUMAS","NEIL","64"
"803","803","TSUZUKI","YETTA","83"
"804","804","AMBORN","LATIA","76"
"805","805","RUESS","MONROE","66"
"806","806","SCHIFFNER","KORY","2"
"807","807","ORELLAMA","KIMIKO","9"
"808","808","KINGWOOD","GENARO","91"
"809","809","TRONT","ROSELYN","21"
"810","810","GOSHEN","LUCIANA","95"
"811","811","HERMANSTORFER","VERN","56"
"812","812","MASHAK","BETTINA","30"
"813","813","MANUIA","CHASE","6"
"814","814","NEWLAN","FREDDA","37"
"815","815","CIANCIULLI","LILLIAN","50"
"816","816","NAKAMURA","SU","4"
"817","817","LENNON","VERNON","14"
"818","818","HOJEIJ","NATHAN","68"
"819","819","QUIZON","KRYSTIN","43"
"820","820","FAVORS","FREDERIC","14"
"821","821","YAPP","MAO","63"
"822","822","FERGUSEN","VERN","78"
"823","823","CHESANEK","RUBIN","24"
"824","824","DERRIGO","TRACEY","17"
"825","825","WHIPP","ELISHA","68"
"826","826","DOCKUS","SCOTTY","32"
"827","827","CARDEJON","CHANTELLE","14"
"828","828","ESKUCHEN","ALEXIS","73"
"829","829","LOURY","BENNIE","21"
"830","830","SKWARA","LAWRENCE","72"
"831","831","GOLLIER","EDWARDO","42"
"832","832","BECTON","MALCOLM","61"
"833","833","SOJOURNER","CANDICE","8"
"834","834","HYLDAHL","ALAN","36"
"835","835","VALIS","MELIDA","77"
"836","836","TURBYFILL","DOMINGA","93"
"837","837","MALPASS","TRISHA","1"
"838","838","DELLINGER","VIRGIL","57"
"839","839","OLIVARES","RYAN","89"
"840","840","SILTMAN","MARIS","84"
"841","841","SIKORRA","BURTON","88"
"842","842","INTVELD","EUGENIO","84"
"843","843","LEINENBACH","SHAKIRA","62"
"844","844","FOUTS","DENISE","30"
"845","845","GAIETTO","RIVA","55"
"846","846","ARMENTO","EDDIE","17"
"847","847","SYKTICH","BERNIECE","99"
"848","848","GROBE","ROSAURA","26"
"849","849","COMSTOCK","KEVIN","3"
"850","850","SPITTLE","DESHAWN","20"
"851","851","COOL","MALCOM","38"
"852","852","WATAH","NICHOLAS","99"
"853","853","CILVA","STEFANIE","31"
"854","854","ESSHAKI","RICKIE","46"
"855","855","TREVORROW","BRANDY","7"
"856","856","FREELEY","TELMA","24"
"857","857","SHULLICK","AGRIPINA","96"
"858","858","LAMBIASE","BOB","24"
"859","859","KEGEL","LARRY","98"
"860","860","PARVIN","MARQUITA","36"
"861","861","DAVEL","BRIDGET","78"
"862","862","THAYN","LAURAN","59"
"863","863","AMSBERRY","LIONEL","5"
"864","864","GARACCI","MODESTO","76"
"865","865","DUCAS","ESTEBAN","89"
"866","866","JOY","NGUYET","33"
"867","867","SARACCO","DARLA","84"
"868","868","PETRICCIONE","AIDE","31"
"869","869","UHLIG","ALONSO","1"
"870","870","WYMAN","KIZZY","88"
"871","871","DAYTON","ZACK","84"
"872","872","SHIBI","COLE","79"
"873","873","KASSMAN","GAIL","49"
"874","874","CADDEL","NITA","89"
"875","875","SMIDDY","ERICK","39"
"876","876","MAALOUF","CARLO","51"
"877","877","POLTORAK","JEFFREY","34"
"878","878","AKAMINE","LATRISHA","90"
"879","879","GASSETT","TERI","26"
"880","880","MARIELLO","AMY","85"
"881","881","VEALS","CARL","79"
"882","882","WICKLIFF","JEAN","59"
"883","883","DIPIPPO","TYRELL","41"
"884","884","LAHMERS","DEE","75"
"885","885","POUK","MINNIE","63"
"886","886","TOOTHAKER","CHARLES","40"
"887","887","CARBERY","JOHNATHAN","81"
"888","888","LOUQUE","TENNIE","28"
"889","889","ESPERANZA","ELI","58"
"890","890","BANTILLAN","SHANE","25"
"891","891","HEINRICHER","FREDERICK","7"
"892","892","GUETH","SAMMIE","50"
"893","893","STUTES","DARWIN","69"
"894","894","MELGOZA","FATIMA","63"
"895","895","DUFF","ULYSSES","36"
"896","896","SPRENG","CARMEN","6"
"897","897","AMAKER","KIMBERLY","92"
"898","898","TRUAN","FELIPA","98"
"899","899","DAUTEUIL","JESSE","94"
"900","900","MRNAK","ULRIKE","23"
"901","901","BOSMAN","KARENA","72"
"902","902","VILLESCAZ","YU","94"
"903","903","MOUSER","MIRIAN","98"
"904","904","MUSGUIRE","TABITHA","91"
"905","905","MONTALVAN","RANDOLPH","64"
"906","906","LIVASY","DANI","45"
"907","907","TRAUM","VERNIE","83"
"908","908","ELLENDER","SAMMIE","92"
"909","909","UYEMATSU","MAURICIO","57"
"910","910","RAPPLEYE","ASHLEY","34"
"911","911","VEIGA","CAMMIE","84"
"912","912","DARGA","FRANCENE","85"
"913","913","CLYBURN","TYNISHA","64"
"914","914","FLIRT","GAVIN","94"
"915","915","DENOMME","MADISON","16"
"916","916","STREAM","ADRIAN","26"
"917","917","DEES","IRIS","93"
"918","918","SADA","NEAL","87"
"919","919","CHEGWIDDEN","MICHAL","35"
"920","920","ROMANIK","OCTAVIO","29"
"921","921","FALKNOR","BARI","15"
"922","922","MORET","ERNESTO","81"
"923","923","ZITER","MOSHE","85"
"924","924","KENISON","MARGARITO","73"
"925","925","PERAULT","ADRIAN","68"
"926","926","SEUNG","JODY","100"
"927","927","VILCHES","PRINCE","80"
"928","928","WIECHEC","EVELYN","10"
"929","929","OSTROFF","MARC","28"
"930","930","MYSLIWIEC","CARMEL","75"
"931","931","SCHIEFERSTEIN","EVON","39"
"932","932","WISSMAN","FLORENTINO","2"
"933","933","MARBLE","BART","81"
"934","934","MCCORMIK","MCKINLEY","42"
"935","935","STROOPE","CLARK","37"
"936","936","THORSTAD","LIZETTE","34"
"937","937","OLIVARRA","DELLA","43"
"938","938","STORNIOLO","NIEVES","29"
"939","939","WIEGERT","JENIFER","6"
"940","940","SOLADINE","CHANDA","96"
"941","941","CONTOFALSKY","NOEL","27"
"942","942","WHIGUM","DORSEY","3"
"943","943","PAREDEZ","SHAWNDA","75"
"944","944","PROTO","MYRON","89"
"945","945","LOTRIDGE","KATELYNN","53"
"946","946","MANSUR","ABIGAIL","63"
"947","947","DISTEL","PAT","19"
"948","948","GLODICH","GERTRUD","72"
"949","949","DOWLING","ELLIOTT","81"
"950","950","HOELTER","JESSICA","77"
"951","951","WIPFLI","LARRY","62"
"952","952","WOODRUFF","DOMENIC","56"
"953","953","GLATZ","RIGOBERTO","1"
"954","954","MCELYEA","RICKY","78"
"955","955","LOGAN","CHRIS","46"
"956","956","ATTERBURY","GERMAN","37"
"957","957","WHEATLEY","MATHEW","8"
"958","958","BUDESA","WINFRED","3"
"959","959","BAU","ANDRE","46"
"960","960","DONN","LATISHA","44"
"961","961","MUNTER","ROBT","51"
"962","962","MANRY","DALILA","95"
"963","963","CARMELLA","PAOLA","62"
"964","964","SCUCCHI","LARRY","52"
"965","965","HEPNER","JOHNNIE","8"
"966","966","CROCKWELL","TERINA","50"
"967","967","KOH","JAMISON","19"
"968","968","MULRENIN","VIRGINIA","57"
"969","969","JOHNDROW","SETSUKO","100"
"970","970","BERUBE","ONITA","86"
"971","971","DENTY","PORTIA","64"
"972","972","KALKMAN","TOSHA","67"
"973","973","SIQUEIROS","FRANCISCO","36"
"974","974","EYER","FAYE","52"
"975","975","JANNEY","LAZARO","53"
"976","976","KROLIKOWSKI","WILLIAM","41"
"977","977","HEERKES","JESSIE","42"
"978","978","HILCHEY","CARL","50"
"979","979","LIFF","SHILOH","76"
"980","980","SOIRO","DARCEY","92"
"981","981","TURTON","ROSEANNA","65"
"982","982","FLADGER","LUCILLE","82"
"983","983","ESSER","KIRK","83"
"984","984","DEMERS","JOSHUA","88"
"985","985","TAKAI","HERLINDA","93"
"986","986","MCNEILLY","LINH","27"
"987","987","BUSER","HANH","48"
"988","988","RADWAY","KENNY","19"
"989","989","HONORE","JEANNETTA","18"
"990","990","MINIHAN","ARIE","42"
"991","991","DAVIES","HECTOR","9"
"992","992","AVARBUCH","GROVER","8"
"993","993","ZHANG","BOBBIE","76"
"994","994","VOLLMAN","ETHELYN","98"
"995","995","ESTRONZA","THORA","96"
"996","996","PEREDO","DELPHA","81"
"997","997","SAYAS","BROOKS","35"
"998","998","BONUZ","ELIZ","50"
"999","999","CORDARO","KORTNEY","22"
"1000","1000","UPDIKE","CHET","38"
"1001","1001","ZADE","CORY","3"
"1002","1002","ETHERINGTON","KATERINE","70"
"1003","1003","RISKO","DARWIN","76"
"1004","1004","SCHELP","HARMONY","10"
"1005","1005","HAEFNER","RONALD","42"
"1006","1006","RANGE","MYRIAM","15"
"1007","1007","BROKS","YOUNG","38"
"1008","1008","FINGERSON","RICHIE","91"
"1009","1009","MOOTRY","HUBERT","20"
"1010","1010","ANTOLIN","NORMAN","93"
"1011","1011","NEBGEN","JOE","21"
"1012","1012","BLUTE","LASHONDA","65"
"1013","1013","GLADYSIEWSKI","MICHAL","33"
"1014","1014","YBARRA","CHANEL","5"
"1015","1015","MATTISON","COREY","78"
"1016","1016","ALDARONDO","JANELL","32"
"1017","1017","DEMASI","SHELDON","48"
"1018","1018","WAGAR","KATERINE","90"
"1019","1019","ROLL","PATRICIA","4"
"1020","1020","FACE","ROSALINA","86"
"1021","1021","PROTZMAN","FLORIDA","63"
"1022","1022","CAPPAERT","DELPHINE","4"
"1023","1023","GUNTRUM","SHARI","98"
"1024","1024","OLLIG","VAN","97"
"1025","1025","BUNTYN","SUNG","76"
"1026","1026","CABLA","MALCOM","6"
"1027","1027","MUSTY","CHRISTIN","38"
"1028","1028","SPECCHIO","SERENA","40"
"1029","1029","NGUYN","MARILYN","8"
"1030","1030","BRIEN","MARGARITO","60"
"1031","1031","AZEN","MELANIA","37"
"1032","1032","REDDING","MARNIE","34"
"1033","1033","BALASA","ADELA","60"
"1034","1034","NEWNHAM","PATRICE","69"
"1035","1035","MALOCHA","YETTA","79"
"1036","1036","GACIA","CLAUD","34"
"1037","1037","VENGHAUS","IRVING","49"
"1038","1038","RABOIN","ELIA","95"
"1039","1039","LARS","JOAQUIN","81"
"1040","1040","MUPHY","ARRON","93"
"1041","1041","LANDMANN","JESS","1"
"1042","1042","PINAL","ALDEN","16"
"1043","1043","DELEHANTY","CHANCE","17"
"1044","1044","CRYSTAL","JUDIE","29"
"1045","1045","DESHAW","JAZMIN","26"
"1046","1046","KJELLAND","GILBERT","58"
"1047","1047","COOPERMAN","RICKY","39"
"1048","1048","MILLIGAN","ARMIDA","27"
"1049","1049","RELEFORD","MARCELLUS","4"
"1050","1050","DIULIO","TORIE","12"
"1051","1051","STIMSON","MANUEL","49"
"1052","1052","SWING","LAUREN","93"
"1053","1053","RINGLAND","MARY","26"
"1054","1054","MENSIK","KENETH","41"
"1055","1055","POPEJOY","KARL","9"
"1056","1056","RO","MAYME","96"
"1057","1057","RABINOWITZ","SOL","72"
"1058","1058","LAGADINOS","VERA","40"
"1059","1059","LAHR","LAWERENCE","38"
"1060","1060","GANSKE","STUART","53"
"1061","1061","TINER","SETH","37"
"1062","1062","DASSOW","MICHAL","71"
"1063","1063","MILESKI","CLAUD","52"
"1064","1064","PUNDT","SYLVESTER","94"
"1065","1065","LASCANO","VICTOR","93"
"1066","1066","COLBAUGH","DEDRA","1"
"1067","1067","GIVENS","JESSIE","34"
"1068","1068","FIUME","BULA","47"
"1069","1069","BARIMAH","DAISY","39"
"1070","1070","HOELL","HARVEY","6"
"1071","1071","EBARB","FATIMA","4"
"1072","1072","USHIODA","ELDEN","61"
"1073","1073","HEIRENDT","CORALEE","13"
"1074","1074","LENNON","ERASMO","70"
"1075","1075","ALBERO","CLARISSA","46"
"1076","1076","PONTBRIAND","SOON","91"
"1077","1077","ACKROYD","PIERRE","87"
"1078","1078","SIMES","CLIFF","39"
"1079","1079","QUINNEY","BLAINE","20"
"1080","1080","PLANTENBERG","SHELLI","9"
"1081","1081","LICKFELT","OWEN","36"
"1082","1082","SAATHOFF","NOELIA","100"
"1083","1083","RAMELIZE","HERIBERTO","7"
"1084","1084","KEMMIS","NOBLE","39"
"1085","1085","STEFANIAK","POK","53"
"1086","1086","BARBETTA","CORTEZ","50"
"1087","1087","MASOUD","HARRIETTE","98"
"1088","1088","CHANTHAUMLSA","WHITNEY","67"
"1089","1089","IZAGUIRRE","MARC","89"
"1090","1090","BALDUS","MITCHEL","34"
"1091","1091","ORNELAZ","SHANNA","82"
"1092","1092","GIBBY","JORGE","22"
"1093","1093","FINWALL","DUNCAN","78"
"1094","1094","LAHR","ROBERTA","58"
"1095","1095","MACHIDA","REBEKAH","27"
"1096","1096","BEIERSCHMITT","LEN","85"
"1097","1097","STOTTLAR","ALIDA","18"
"1098","1098","MANSEL","ALISE","95"
"1099","1099","PAUZA","WALKER","66"
"1100","1100","BARDE","THU","86"
"1101","1101","BOSCARINO","HAROLD","80"
"1102","1102","FADLEY","TRACY","1"
"1103","1103","IRLE","WILLIS","91"
"1104","1104","GOMORAN","GARLAND","27"
"1105","1105","MONFORD","GARY","28"
"1106","1106","CARRON","JULIETTE","28"
"1107","1107","BRANNER","ALICA","41"
"1108","1108","ANFINSON","RAYMON","6"
"1109","1109","SEGOVIANO","BOBBY","14"
"1110","1110","CLEARWATER","WILLENE","99"
"1111","1111","CRAGO","DOUGLASS","36"
"1112","1112","SUMERISKI","BOB","90"
"1113","1113","SUTTELL","CLEOPATRA","34"
"1114","1114","KONYN","SOLOMON","89"
"1115","1115","QUEZADA","MACHELLE","59"
"1116","1116","LUCORE","STEPHANIA","30"
"1117","1117","BERNATH","TINA","50"
"1118","1118","WHITTUM","JOYA","44"
"1119","1119","FLEURENT","ALFONZO","30"
"1120","1120","MCCUMBER","BRAD","67"
"1121","1121","MONTOURE","MARTY","81"
"1122","1122","WHIT","MARIN","35"
"1123","1123","SOTTO","NELIA","83"
"1124","1124","SARTAIN","GARRET","35"
"1125","1125","ZALWSKY","SPENCER","38"
"1126","1126","CAMPANELLI","MANIE","23"
"1127","1127","LAYNG","FREDDIE","40"
"1128","1128","GILLESPIE","ESTELLE","34"
"1129","1129","DEMAURI","MARTY","53"
"1130","1130","DUNSON","KATHRIN","95"
"1131","1131","MICKELBERRY","JA","11"
"1132","1132","BRAZIL","MANUAL","80"
"1133","1133","BRAUCKS","LOYCE","92"
"1134","1134","LESSEY","ISIAH","48"
"1135","1135","GIANCARLO","BLAKE","82"
"1136","1136","CHARISSE","JEAN","44"
"1137","1137","HUBBELL","INA","3"
"1138","1138","KORHONEN","GLINDA","45"
"1139","1139","FRAGNOLI","TINA","39"
"1140","1140","THURMON","DONYA","74"
"1141","1141","BLOODOUGH","BRANDEN","77"
"1142","1142","BRENOWITZ","CHIN","65"
"1143","1143","SWED","ERWIN","15"
"1144","1144","BIRDSEY","KYM","83"
"1145","1145","STORMER","WILLIAN","33"
"1146","1146","CERVETTI","LUVENIA","2"
"1147","1147","CYNOVA","AMPARO","91"
"1148","1148","EASOM","COURTNEY","72"
"1149","1149","KOLODZIK","JASMINE","18"
"1150","1150","DRAGHI","FLORENCIA","60"
"1151","1151","HIMMELMANN","LISE","59"
"1152","1152","MIHALKOVIC","JULIUS","13"
"1153","1153","POWE","WYATT","92"
"1154","1154","PIRIE","ISSAC","48"
"1155","1155","MITCHEL","JAIMIE","93"
"1156","1156","ALVORD","MYRL","92"
"1157","1157","RIBAR","LES","61"
"1158","1158","KOOGLE","ARNULFO","61"
"1159","1159","IVESTER","EBONY","99"
"1160","1160","HERRAND","TRISHA","83"
"1161","1161","GRASER","RAY","19"
"1162","1162","LESMERISES","ELISHA","12"
"1163","1163","MATES","VANCE","20"
"1164","1164","FORM","ANJANETTE","98"
"1165","1165","DENJEN","ODIS","5"
"1166","1166","TRIPPET","YI","53"
"1167","1167","SCHLEIFER","DORETHEA","70"
"1168","1168","MASTIN","AMERICA","11"
"1169","1169","NICOLSON","VIVIENNE","89"
"1170","1170","KILMARTIN","ALANA","23"
"1171","1171","GOLDHAHN","KEENAN","83"
"1172","1172","BURRIESCI","CARYL","32"
"1173","1173","REIGLEMAN","CRISTINE","87"
"1174","1174","SCHWARTZBERG","AVERY","61"
"1175","1175","DASEN","JESSIA","81"
"1176","1176","LUFF","EDISON","96"
"1177","1177","METTIG","PHIL","46"
"1178","1178","STOVER","JUNIE","68"
"1179","1179","STRATIS","ALPHA","59"
"1180","1180","KUTCHIE","ELISHA","64"
"1181","1181","SPACH","MILTON","41"
"1182","1182","KRALLMAN","TONEY","37"
"1183","1183","EANNI","EDUARDO","73"
"1184","1184","HOLDERBAUM","JENNIFER","55"
"1185","1185","SMITRESKI","ART","100"
"1186","1186","HOUGAS","IRA","22"
"1187","1187","GRAFFAGNINO","LESTER","65"
"1188","1188","DURATE","MOISES","70"
"1189","1189","ROSCIOLI","ISRAEL","12"
"1190","1190","GAWITH","BUD","54"
"1191","1191","RACANELLO","ALENA","36"
"1192","1192","ZABAWA","JIMMIE","63"
"1193","1193","LAIS","EDGAR","70"
"1194","1194","MISHRA","DANILO","83"
"1195","1195","GIORIANO","NORMAN","56"
"1196","1196","KALAWE","JACKSON","82"
"1197","1197","FARHART","MERIDITH","10"
"1198","1198","LEUENBERGER","TAWANDA","88"
"1199","1199","SABI","TANDY","97"
"1200","1200","LAMASTUS","GENE","26"
"1201","1201","NAGORSKI","JODY","85"
"1202","1202","RATTERREE","LESIA","94"
"1203","1203","KEELEY","ELOY","56"
"1204","1204","TRENTZ","MADALENE","70"
"1205","1205","HAULBROOK","ALLEEN","52"
"1206","1206","SCHNAKENBERG","ROCKY","24"
"1207","1207","CIANCIOLO","GINGER","42"
"1208","1208","FAHRNEY","THURMAN","97"
"1209","1209","MARTINETTI","HAYWOOD","37"
"1210","1210","NAREZ","MIKEL","14"
"1211","1211","LINDBLOOM","DELINDA","69"
"1212","1212","HAMITON","JONATHAN","89"
"1213","1213","SPIDELL","WADE","4"
"1214","1214","GATCHEL","FREDERICK","3"
"1215","1215","MEAKER","ALDA","80"
"1216","1216","FOGELQUIST","TAMELA","11"
"1217","1217","CHOWN","ALONZO","51"
"1218","1218","BUN","TAMICA","68"
"1219","1219","NUESSLE","INGA","47"
"1220","1220","RODEIGUEZ","PARIS","95"
"1221","1221","PREZZIA","KURT","69"
"1222","1222","MINIFIELD","ALVARO","91"
"1223","1223","HAYDEL","MOSHE","86"
"1224","1224","JAYSURA","DEXTER","86"
"1225","1225","ARMSTRONG","EDGARDO","11"
"1226","1226","KETTMANN","RAE","92"
"1227","1227","GROSSENBACHER","COREY","91"
"1228","1228","GLOD","DEON","15"
"1229","1229","BENNETTE","PEARLINE","10"
"1230","1230","CHRISTIANO","SANFORD","1"
"1231","1231","KOROL","LURLENE","62"
"1232","1232","CHRISTODOULOU","NEWTON","42"
"1233","1233","CARLSTON","LEIGH","91"
"1234","1234","SENAVANH","DEE","47"
"1235","1235","GUFFEY","LEONTINE","8"
"1236","1236","STANDER","DANI","22"
"1237","1237","SARKIS","LOUIS","99"
"1238","1238","FERNANDO","DANTE","70"
"1239","1239","ILARRAZA","ANETTE","6"
"1240","1240","FITTS","BRUNILDA","92"
"1241","1241","DEMMY","CORDELL","31"
"1242","1242","OUTTEN","ZENIA","94"
"1243","1243","TAG","ELINORE","96"
"1244","1244","AMOLSCH","REGINIA","71"
"1245","1245","PIELOW","CARMEN","76"
"1246","1246","MEINERSHAGEN","TARAH","21"
"1247","1247","ABELARDO","MONET","16"
"1248","1248","BIRNBERG","RHETT","44"
"1249","1249","FENNER","CURTIS","56"
"1250","1250","MARRISON","MONA","10"
"1251","1251","MALBOEUF","ALICIA","25"
"1252","1252","PAVLOV","GARRETT","85"
"1253","1253","MARGRAF","LARISSA","88"
"1254","1254","NOVELLO","JOHNNIE","18"
"1255","1255","RIVEROS","MARIBEL","8"
